public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/dashboard/PanoramaViewer.tsx(4,24): error TS2307: Cannot find module '@react-three/fiber' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/dashboard/PanoramaViewer.tsx(12,38): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/dashboard/PanoramaViewer.tsx(14,24): error TS2307: Cannot find module 'three' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/dashboard/PanoramaViewer.tsx(15,37): error TS2307: Cannot find module '@/utils/transforms' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/dashboard/PanoramaViewer.tsx(26,3): error TS1360: Type '{ opacity: number; scale: number; transition: { duration: number; ease: "easeInOut"; }; }' does not satisfy the expected type 'AnimationDefinition'.
  Type '{ opacity: number; scale: number; transition: { duration: number; ease: "easeInOut"; }; }' is not assignable to type 'string'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/dashboard/PanoramaViewer.tsx(32,3): error TS1360: Type '{ opacity: number; scale: number; transition: { duration: number; ease: "easeInOut"; }; }' does not satisfy the expected type 'AnimationDefinition'.
  Type '{ opacity: number; scale: number; transition: { duration: number; ease: "easeInOut"; }; }' is not assignable to type 'string'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/dashboard/PanoramaViewer.tsx(109,30): error TS2345: Argument of type '{ opacity: number; scale: number; transition: { duration: number; ease: "easeInOut"; }; }' is not assignable to parameter of type 'AnimationDefinition'.
  Type '{ opacity: number; scale: number; transition: { duration: number; ease: "easeInOut"; }; }' is not assignable to type 'TargetAndTransition'.
    Type '{ opacity: number; scale: number; transition: { duration: number; ease: "easeInOut"; }; }' is not assignable to type 'Target'.
      Type '{ opacity: number; scale: number; transition: { duration: number; ease: "easeInOut"; }; }' is not assignable to type 'StyleKeyframesDefinition'.
        Property 'transition' is incompatible with index signature.
          Type '{ duration: number; ease: "easeInOut"; }' is not assignable to type 'ValueKeyframesDefinition | undefined'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/dashboard/PanoramaViewer.tsx(112,30): error TS2345: Argument of type '{ opacity: number; scale: number; transition: { duration: number; ease: "easeInOut"; }; }' is not assignable to parameter of type 'AnimationDefinition'.
  Type '{ opacity: number; scale: number; transition: { duration: number; ease: "easeInOut"; }; }' is not assignable to type 'TargetAndTransition'.
    Type '{ opacity: number; scale: number; transition: { duration: number; ease: "easeInOut"; }; }' is not assignable to type 'Target'.
      Type '{ opacity: number; scale: number; transition: { duration: number; ease: "easeInOut"; }; }' is not assignable to type 'StyleKeyframesDefinition'.
        Property 'transition' is incompatible with index signature.
          Type '{ duration: number; ease: "easeInOut"; }' is not assignable to type 'ValueKeyframesDefinition | undefined'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/dashboard/split-view/SplitHandle.tsx(1,30): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/dashboard/split-view/SplitOverlay.tsx(1,27): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/dashboard/split-view/SplitPaneContainer.tsx(4,8): error TS2307: Cannot find module '@radix-ui/react-dropdown-menu' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/dashboard/split-view/SplitPaneContainer.tsx(5,42): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/dashboard/split-view/SplitPaneContainer.tsx(6,27): error TS2307: Cannot find module 'react-router-dom' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/dashboard/split-view/SplitPaneContainer.tsx(7,23): error TS2307: Cannot find module '@/components/dashboard/Dollhouse' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/dashboard/split-view/SplitPaneContainer.tsx(8,28): error TS2307: Cannot find module '@/components/dashboard/PanoramaViewer' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/dashboard/split-view/SplitPaneContainer.tsx(9,45): error TS2307: Cannot find module '@/components/delta-construction' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/dashboard/split-view/SplitPaneContainer.tsx(14,8): error TS2307: Cannot find module '@/components/ui/dropdown-menu' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/dashboard/split-view/SplitPaneContainer.tsx(16,39): error TS2307: Cannot find module '@/pages/DeltaConstructionPage' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/dashboard/split-view/SplitPaneContainer.tsx(17,27): error TS2307: Cannot find module '@/pages/DeltaPage' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/dashboard/split-view/SplitPaneContainer.tsx(18,37): error TS2307: Cannot find module '@/utils/transforms' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/dashboard/split-view/SplitPaneContainer.tsx(97,32): error TS7006: Parameter 'entry' implicitly has an 'any' type.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/dashboard/ViewerLayout.tsx(3,25): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/dashboard/ViewerLayout.tsx(5,53): error TS2307: Cannot find module 'react-router-dom' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/dashboard/ViewerLayout.tsx(6,25): error TS2307: Cannot find module '@/components/ui/Spinner' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/dashboard/ViewerLayout.tsx(7,48): error TS2307: Cannot find module '@/hooks/queries/useProjects' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/dashboard/ViewerLayout.tsx(8,53): error TS2307: Cannot find module '@/utils/transforms' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/dashboard/ViewerLayout.tsx(169,30): error TS7006: Parameter 'item' implicitly has an 'any' type.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/components/DifferencePointMarkers.tsx(1,24): error TS2307: Cannot find module 'three' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/components/DifferencePointMarkers.tsx(24,5): error TS2339: Property 'group' does not exist on type 'JSX.IntrinsicElements'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/components/DifferencePointMarkers.tsx(29,11): error TS2339: Property 'group' does not exist on type 'JSX.IntrinsicElements'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/components/DifferencePointMarkers.tsx(30,13): error TS2339: Property 'mesh' does not exist on type 'JSX.IntrinsicElements'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/components/DifferencePointMarkers.tsx(31,15): error TS2339: Property 'sphereGeometry' does not exist on type 'JSX.IntrinsicElements'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/components/DifferencePointMarkers.tsx(32,15): error TS2339: Property 'meshBasicMaterial' does not exist on type 'JSX.IntrinsicElements'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/components/DifferencePointMarkers.tsx(39,13): error TS2339: Property 'mesh' does not exist on type 'JSX.IntrinsicElements'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/components/DifferencePointMarkers.tsx(41,13): error TS2339: Property 'mesh' does not exist on type 'JSX.IntrinsicElements'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/components/DifferencePointMarkers.tsx(42,15): error TS2339: Property 'sphereGeometry' does not exist on type 'JSX.IntrinsicElements'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/components/DifferencePointMarkers.tsx(43,15): error TS2339: Property 'meshBasicMaterial' does not exist on type 'JSX.IntrinsicElements'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/components/DifferencePointMarkers.tsx(51,13): error TS2339: Property 'mesh' does not exist on type 'JSX.IntrinsicElements'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/components/DifferencePointMarkers.tsx(52,11): error TS2339: Property 'group' does not exist on type 'JSX.IntrinsicElements'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/components/DifferencePointMarkers.tsx(55,5): error TS2339: Property 'group' does not exist on type 'JSX.IntrinsicElements'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/components/FrameSelector.tsx(48,58): error TS2339: Property 'checked' does not exist on type 'EventTarget & HTMLInputElement'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/components/LoadingState.tsx(1,25): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/components/PanoramaMesh.tsx(1,24): error TS2307: Cannot find module 'three' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/components/PanoramaMesh.tsx(15,5): error TS2339: Property 'mesh' does not exist on type 'JSX.IntrinsicElements'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/components/PanoramaMesh.tsx(16,7): error TS2339: Property 'sphereGeometry' does not exist on type 'JSX.IntrinsicElements'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/components/PanoramaMesh.tsx(17,7): error TS2339: Property 'meshBasicMaterial' does not exist on type 'JSX.IntrinsicElements'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/components/PanoramaMesh.tsx(22,5): error TS2339: Property 'mesh' does not exist on type 'JSX.IntrinsicElements'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/DeltaConstructionLegacyView.tsx(1,31): error TS2307: Cannot find module '@react-three/drei' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/DeltaConstructionLegacyView.tsx(2,24): error TS2307: Cannot find module '@react-three/fiber' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/DeltaConstructionLegacyView.tsx(3,25): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/DeltaConstructionLegacyView.tsx(5,24): error TS2307: Cannot find module 'three' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/DeltaConstructionLegacyView.tsx(12,8): error TS2307: Cannot find module '@/components/delta-construction' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/DeltaConstructionLegacyView.tsx(30,22): error TS7006: Parameter 'frame' implicitly has an 'any' type.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/DeltaConstructionLegacyView.tsx(30,29): error TS7006: Parameter 'index' implicitly has an 'any' type.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/DeltaConstructionLegacyView.tsx(75,24): error TS7006: Parameter 'frame' implicitly has an 'any' type.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/DeltaConstructionLegacyView.tsx(138,13): error TS2339: Property 'color' does not exist on type 'JSX.IntrinsicElements'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/hooks/useDeltaConstructionData.ts(35,3): error TS2322: Type 'unknown' is not assignable to type 'T'.
  'T' could be instantiated with an arbitrary type which could be unrelated to 'unknown'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/hooks/useDeltaConstructionData.ts(139,26): error TS2339: Property 'width' does not exist on type 'HTMLImageElement'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/hooks/useDeltaConstructionData.ts(140,27): error TS2339: Property 'height' does not exist on type 'HTMLImageElement'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/hooks/useDeltaConstructionData.ts(143,53): error TS2339: Property 'width' does not exist on type 'HTMLImageElement'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/hooks/useDeltaConstructionData.ts(143,66): error TS2339: Property 'height' does not exist on type 'HTMLImageElement'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/hooks/usePanoramaData.ts(111,56): error TS2339: Property 'width' does not exist on type 'HTMLImageElement'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/hooks/usePanoramaData.ts(111,69): error TS2339: Property 'height' does not exist on type 'HTMLImageElement'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/hooks/usePanoramaData.ts(118,50): error TS2339: Property 'width' does not exist on type 'HTMLImageElement'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/hooks/usePanoramaData.ts(119,51): error TS2339: Property 'height' does not exist on type 'HTMLImageElement'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/hooks/usePanoramaData.ts(134,22): error TS2339: Property 'width' does not exist on type 'HTMLImageElement'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/hooks/usePanoramaData.ts(135,23): error TS2339: Property 'height' does not exist on type 'HTMLImageElement'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/hooks/usePanoramaTexture.ts(2,24): error TS2307: Cannot find module 'three' or its corresponding type declarations.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta-construction/utils/panoramaUtils.ts(59,21): error TS2304: Cannot find name 'Image'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta/controls/MatrixDisplay.tsx(34,11): error TS2322: Type '"copyMatrix"' is not assignable to type '"default" | "link" | "destructive" | "outline" | "secondary" | "ghost" | null | undefined'.
public/Downloads/3d-modeling-dev (1)/3d-modeling-dev/src/components/delta/controls/PointsControls.tsx(1,46): error TS2307: Cannot find module 'lucide-react' or its corresponding type declarations.
